Z,N,symb, half_life [s], decay, decay %, decay, decay %, decay, decay %,Binding/A
75,84,RE, , , , , , , ,7795
75,85,Re,0.00082,P,91,A,9, , ,7809
75,86,Re,0.00044,P,100,A,1.4, , ,7836.312
75,87,Re,0.107,A,94,EC+B+,6, , ,7848
75,88,Re,0.39,EC+B+,68,A,32, , ,7870.865
75,89,Re,0.7,A,58,EC+B+,42, , ,7881.052
75,90,Re,1.6,EC+B+,86,A,14, , ,7901.522
75,91,Re,2.25,EC+B+,76,A,24, , ,7909.977
75,92,Re,5.9,EC+B+,99,A,1, , ,7929
75,93,Re,4.4,EC+B+,100,A,0.005, , ,7935.12
75,94,Re,8.1,EC+B+,100,A,0.01, , ,7951.395
75,95,Re,9.2,EC+B+,100, , , , ,7955.065
75,96,Re,15.2,EC+B+,100, , , , ,7969.412
75,97,Re,15,EC+B+,100, , , , ,7971.672
75,98,Re,118.8,EC+B+,100, , , , ,7983.906
75,99,Re,144,EC+B+,100, , , , ,7985.094
75,100,Re,353.4,EC+B+,100, , , , ,7994.816
75,101,Re,318,EC+B+,100, , , , ,7993.97
75,102,Re,840,EC+B+,100, , , , ,8001.222
75,103,Re,792,EC+B+,100, , , , ,7998.157
75,104,Re,1170,EC+B+,100, , , , ,8003.766
75,105,Re,147.6,EC+B+,100, , , , ,7999.991
75,106,Re,71640,EC+B+,100, , , , ,8004.143
75,107,Re,231120,EC+B+,100, , , , ,7998.625
75,108,Re,6048000,EC,100, , , , ,8001.009
75,109,Re,3058560,EC+B+,100, , , , ,7992.75
75,110,Re, , , , , , , ,7991.009
75,111,Re,321261.12,B-,92.53,EC,7.47, , ,7981.269
75,112,Re,1.36641489469983E+018,B-,100,A,0.0001, , ,7977.951
75,113,Re,61214.4,B-,100, , , , ,7966.747
75,114,Re,87480,B-,100, , , , ,7961.809
75,115,Re,186,B-,100, , , , ,7950.053
75,116,Re,588,B-,100, , , , ,7943.957
75,117,Re,16,B-,100, , , , ,7930.238
75,118,Re, , , , , , , ,7923.937
75,119,Re,5,B-,100, , , , ,7909
75,120,RE,6,B-,100, , , , ,7902
75,121,Re,3,B-,100, , , , ,7887
75,122,Re,0.00000016,B-, , , , , ,7878
75,123,Re,0.00000016,B-, ,B-N, , , ,7862
75,124,Re,0.00000016,B-N, ,B-, , , ,7851
76,85,OS,0.00064,A,100, , , , ,7764
76,86,Os,0.0021,A,99, , , , ,7793
76,87,Os,0.0055,A,100,EC+B+, , , ,7806
76,88,Os,0.021,A,96,EC+B+,4, , ,7833.291
76,89,Os,0.071,A,90,EC+B+,10, , ,7843
76,90,Os,0.213,A,72,EC+B+,28, , ,7866.336
76,91,Os,0.81,A,57,EC+B+,43, , ,7873.974
76,92,Os,2.1,EC+B+,57,A,43, , ,7895.941
76,93,Os,3.43,EC+B+,86.3,A,13.7, , ,7901.284
76,94,Os,7.37,EC+B+,90.5,A,9.5, , ,7921.128
76,95,Os,8.3,EC+B+,98.2,A,1.8, , ,7924.204
76,96,Os,19.2,EC+B+,99.8,A,0.2, , ,7942.163
76,97,Os,22.4,EC+B+,99.6,A,0.4, , ,7944.033
76,98,Os,44,EC,100,A,0.02, , ,7959.461
76,99,Os,84,EC+B+,100, , , , ,7960.729
76,100,Os,216,EC+B+,100, , , , ,7972.679
76,101,Os,180,EC+B+,100, , , , ,7972.436
76,102,Os,300,EC+B+,100,A,0, , ,7981.912
76,103,Os,390,EC+B+,100, , , , ,7979.48
76,104,Os,1290,EC+B+,100, , , , ,7987.425
76,105,Os,6300,EC+B+,100, , , , ,7983.426
76,106,Os,78624,EC,100, , , , ,7989.728
76,107,Os,46800,EC+B+,100, , , , ,7985.01
76,108,Os,1.76718785457715E+021,2B+, ,A, , , ,7988.677
76,109,Os,8087040,EC,100, , , , ,7981.304
76,110,Os,6.3113851949184E+022,A,100, , , , ,7982.831
76,111,Os, , , , , , , ,7973.78
76,112,Os, , , , , , , ,7973.864
76,113,Os, , , , , , , ,7963.002
76,114,Os, , , , , , , ,7962.104
76,115,Os,1330560,B-,100, , , , ,7950.568
76,116,Os, , , , , , , ,7948.525
76,117,Os,107388,B-,100, , , , ,7936.27
76,118,Os,189341555.847552,B-,100, , , , ,7932.022
76,119,Os,390,B-, , , , , ,7917.744
76,120,Os,2094,B-,100, , , , ,7912.229
76,121,OS,168,B-,100, , , , ,7898
76,122,OS, ,B-,100, , , , ,7891
76,123,OS,5,B-,100, , , , ,7875
76,124,OS,6,B-,100, , , , ,7868
76,125,Os,0.00000016,B-, , , , , ,7851
76,126,Os,0.00000016,B-, , , , , ,7842
76,127,Os,0.00000016,B-, ,B-N, , , ,7816
77,87,Ir, ,A, ,EC+B+, ,P, ,7749
77,88,Ir,0.000001,A, ,P, , , ,7776
77,89,Ir,0.0105,A,93,P,7, , ,7789
77,90,Ir,0.0352,A,48,P,32,EC+B+,20,7812.825
77,91,Ir,0.222,A,100,EC+B+, ,P, ,7823.85
77,92,Ir,0.353,A,45,P, ,EC+B+, ,7845.596
77,93,Ir,0.87,EC+B+,94.8,A,5.2, , ,7854
77,94,Ir,3.2,A,0,EC+B+, ,P, ,7873.489
77,95,Ir,4.4,EC+B+,98,A,2, , ,7880.263
77,96,Ir,9,EC+B+,93,A,7, , ,7898.067
77,97,Ir,7.9,EC,99.5,A,0.5, , ,7902.483
77,98,Ir,9,EC+B+,99.15,A,0.85, , ,7917.91
77,99,Ir,8.7,EC+B+,96.9,A,3.1, , ,7921.531
77,100,Ir,30,EC+B+,99.94,A,0.06, , ,7934.632
77,101,Ir,12,EC+B+,100, , , , ,7936.549
77,102,Ir,79,EC+B+,100, , , , ,7947.524
77,103,Ir,90,EC+B+,100, , , , ,7947.633
77,104,Ir,294,EC+B+,100, , , , ,7956.523
77,105,Ir,900,EC+B+,100, , , , ,7954.894
77,106,Ir,3480,EC+B+,100, , , , ,7961.823
77,107,Ir,11124,EC+B+,100, , , , ,7959.198
77,108,Ir,51840,EC+B+,100, , , , ,7963.722
77,109,Ir,59904,EC+B+,100, , , , ,7958.047
77,110,Ir,37800,EC+B+,100, , , , ,7960.668
77,111,Ir,149400,EC+B+,100, , , , ,7954.85
77,112,Ir,1140480,EC,100, , , , ,7956.02
77,113,Ir,1017792,EC+B+,100,B+,0.002, , ,7947.701
77,114,Ir, , , , , , , ,7948.113
77,115,Ir,6378825.6,B-,95.24,EC,4.76, , ,7938.999
77,116,Ir, , , , , , , ,7938.133
77,117,Ir,69408,B-,100, , , , ,7928.487
77,118,Ir,8244,B-,100, , , , ,7924.915
77,119,Ir,52,B-,100, , , , ,7914.148
77,120,Ir,348,B-,100, , , , ,7908.999
77,121,Ir,8,B-,100, , , , ,7897
77,122,Ir,6,B-, , , , , ,7891.206
77,123,IR,0.0000003,B-, , , , , ,7878
77,124,IR,0.0000003,B-, , , , , ,7871
77,125,IR,11,B-,100, , , , ,7856
77,126,Ir,0.00000016,B-, , , , , ,7847
77,127,Ir,0.00000016,B-N, ,B-, , , ,7824
77,128,Ir,0.00000016,B-N, ,B-, , , ,7807
78,88,Pt,0.0003,A,100, , , , ,7732
78,89,Pt,0.0007,A,100, , , , ,7746
78,90,Pt,0.00202,A,100, , , , ,7773.605
78,91,Pt,0.007,A,100, , , , ,7784
78,92,Pt,0.0138,A,98,EC+B+, , , ,7808.236
78,93,Pt,0.0455,A,90,EC+B+,10, , ,7816.619
78,94,Pt,0.0976,A,94,EC+B+,6, , ,7839.247
78,95,Pt,0.382,A,86,EC+B+,16, , ,7845.42
78,96,Pt,0.889,A,76,EC+B+,24, , ,7866.117
78,97,Pt,2.53,A,64,EC+B+,36, , ,7869.548
78,98,Pt,6.33,EC+B+,60,A,40, , ,7888.992
78,99,Pt,10.6,EC+B+,94.3,A,5.7, , ,7892.489
78,100,Pt,20.7,EC+B+,92.3,A,7.7, , ,7908.252
78,101,Pt,21.2,EC+B+,99.76,A,0.24, , ,7910.675
78,102,Pt,56,EC+B+,99.7,A,0.3, , ,7923.611
78,103,Pt,52,EC+B+,100,A,0.08, , ,7924.126
78,104,Pt,160.2,EC+B+,99.962,A,0.038, , ,7934.754
78,105,Pt,390,EC+B+,100,A,0.0096, , ,7933.336
78,106,Pt,1038,EC+B+,100,A,0.001, , ,7942.574
78,107,Pt,4254,EC+B+,100, , , , ,7939.777
78,108,Pt,7488,EC+B+,100,A,0.00014, , ,7946.809
78,109,Pt,8460,EC+B+,100, , , , ,7941.168
78,110,Pt,881280,EC,99.999974,A,0.000026, , ,7947.902
78,111,Pt,39132,EC+B+,100, , , , ,7941.403
78,112,Pt,2.05120018834848E+019,A,100, , , , ,7946.493
78,113,Pt,244512,EC,100, , , , ,7938.727
78,114,Pt, , , , , , , ,7942.491
78,115,Pt,1577846298.7296,EC,100, , , , ,7933.786
78,116,Pt, , , , , , , ,7935.941
78,117,Pt, , , , , , , ,7926.552
78,118,Pt, , , , , , , ,7926.529
78,119,Pt,71609.4,B-,100, , , , ,7915.971
78,120,Pt, ,2B-, ,2B-, , , ,7914.15
78,121,Pt,1848,B-,100, , , , ,7902.3
78,122,Pt,45360,B-,100, , , , ,7899.198
78,123,Pt,150,B-,100, , , , ,7885.833
78,124,Pt,158400,B-,100, , , , ,7881.56
78,125,PT,10,B-,100, , , , ,7867
78,126,PT,10.3,B-,100, , , , ,7860
78,127,PT,0.0000003,B-, , , , , ,7837
78,128,Pt,0.00000016,B-, ,B-N, , , ,7822
78,129,Pt,0.00000016,B-N, ,B-, , , ,7798
78,130,Pt,0.00000016,B-N, ,B-, , , ,7783
79,91,Au,0.0003,P,85,A,15, , ,7730
79,92,Au,0.000017,P,100,A, , , ,7754.106
79,93,Au,0.022,A,100,EC+B+, ,P, ,7766.158
79,94,Au,0.0263,A,94,EC+B+, ,P, ,7788.237
79,95,Au,0.12,A,0, , , , ,7798
79,96,Au, ,A,100, , , , ,7817.595
79,97,Au, , , , , , , ,7825.383
79,98,Au,1.462,A,100,EC+B+, , , ,7843.858
79,99,Au,2.6,EC+B+,60,A,40, , ,7849.398
79,100,Au,7.1,EC+B+,78,A,22, , ,7865.637
79,101,Au,8.4,EC+B+,98.2,A,1.8, , ,7870.318
79,102,Au,13.7,EC+B+,97.3,A,2.7, , ,7883.835
79,103,Au,15.5,EC+B+,99.87,A,0.13, , ,7887.226
79,104,Au,42.8,EC+B+,99.45,A,0.55, , ,7898.564
79,105,Au,20.6,EC+B+,100,A,0.016, , ,7900.194
79,106,Au,255,EC+B+,99.74,A,0.26, , ,7909.44
79,107,Au,642,EC+B+,100,A,0.0008, , ,7909.54
79,108,Au,498,EC+B+,100,A,0.003, , ,7917.427
79,109,Au,530.4,EC+B+,100, , , , ,7914.753
79,110,Au,1722,EC+B+,100,A,0.00003, , ,7921.987
79,111,Au,2568,EC+B+,100,A,0.000001, , ,7918.834
79,112,Au,11448,EC+B+,100, , , , ,7924.681
79,113,Au,17784,EC+B+,100, , , , ,7920.102
79,114,Au,63540,EC+B+,100, , , , ,7924.164
79,115,Au,136872,EC+B+,100, , , , ,7918.774
79,116,Au,16071264,EC,100, , , , ,7921.377
79,117,Au,532820.16,EC+B+,93,B-,7, , ,7914.855
79,118,Au, , , , , , , ,7915.654
79,119,Au,232770.24,B-,100, , , , ,7908.567
79,120,Au,271209.6,B-,100, , , , ,7906.937
79,121,Au,2904,B-,100, , , , ,7898.491
79,122,Au,1560,B-,100, , , , ,7895.175
79,123,Au,28.4,B-,100, , , , ,7885.909
79,124,Au,60,B-,100, , , , ,7880.864
79,125,Au,39.8,B-,100, , , , ,7870
79,126,Au,31,B-,100, , , , ,7861
79,127,AU,40,B-,100, , , , ,7840
79,128,AU,0.0000003,B-N, ,B-, , , ,7825
79,129,AU,0.0000003,B-N, ,B-, , , ,7804
79,130,AU,0.0000003,B-,100, , , , ,7788
79,131,AU,0.0000003,B-N, ,B-, , , ,7766
80,91,HG,0.000059,A,100, , , , ,7685
80,92,Hg,0.000231,A,100, , , , ,7713.591
80,93,Hg,0.0008,A,100, , , , ,7725
80,94,Hg,0.0021,A,99.6, , , , ,7749.784
80,95,Hg,0.0106,A,100, , , , ,7759.231
80,96,Hg,0.0203,A,94, , , , ,7782.665
80,97,Hg,0.1273,A,85,EC+B+,15, , ,7789.932
80,98,Hg,0.2665,A,70,EC+B+,30, , ,7811.363
80,99,Hg,1.05,A,55,EC+B+,45,ECP,0.15,7816.236
80,100,Hg,2.59,EC+B+,52,A,48, , ,7836.11
80,101,Hg,3.6,EC+B+,73,A,27,ECP,0.013,7839.679
80,102,Hg,10.83,EC+B+,86.2,A,13.8, , ,7856.972
80,103,Hg,9.4,EC+B+,88.3,A,11.7,ECP,0.00026,7859.388
80,104,Hg,30.87,EC+B+,98.89,A,1.11, , ,7874.367
80,105,Hg,49.1,EC+B+,94,A,6, , ,7874.538
80,106,Hg,82.8,EC+B+,99.984,A,0.016, , ,7888.26
80,107,Hg,114,EC+B+,100,A,0.00037, , ,7886.987
80,108,Hg,195,EC+B+,99.999963,A,0.000037, , ,7899.052
80,109,Hg,456,EC+B+,100,A,0.00003, , ,7896.919
80,110,Hg,1200,EC+B+,100,A,0.00000034, , ,7907.017
80,111,Hg,2940,EC+B+,100, , , , ,7903.8
80,112,Hg,17460,EC,100, , , , ,7912.066
80,113,Hg,13680,EC+B+,100, , , , ,7907.972
80,114,Hg,14011275132.7188,EC,100, , , , ,7914.597
80,115,Hg,37908,EC+B+,100, , , , ,7909.397
80,116,Hg, , , , , , , ,7914.369
80,117,Hg,230904,EC,100, , , , ,7908.64
80,118,Hg, , , , , , , ,7911.552
80,119,Hg, , , , , , , ,7905.279
80,120,Hg, , , , , , , ,7905.895
80,121,Hg, , , , , , , ,7897.56
80,122,Hg, , , , , , , ,7896.85
80,123,Hg,4025721.6,B-,100, , , , ,7887.482
80,124,Hg, , , , , , , ,7885.545
80,125,Hg,308.4,B-,100, , , , ,7874.732
80,126,Hg,499.2,B-,100, , , , ,7869.172
80,127,Hg,174,B-,100, , , , ,7848.61
80,128,Hg,2460,B-,100, , , , ,7834.191
80,129,Hg,36,B-,100, , , , ,7813
80,130,HG, , , , , , , ,7799
80,131,HG,0.0000003,B-, ,B-N, , , ,7778
80,132,HG,0.0000003,B-, ,B-N, , , ,7763
80,133,HG,0.0000003,B-N, ,B-, , , ,7741
80,134,HG,0.0000003,B-, ,B-N, , , ,7727
80,135,HG,0.0000003,B-, ,B-N, , , ,7705
80,136,HG,0.0000003,B-, ,B-N, , , ,7690
81,95,TL,0.0052,P,100, , , , ,7707.955
81,96,Tl,0.018,A,73,P,27, , ,7732.167
81,97,TL,0.254,A,53,EC+B+,47, , ,7742
81,98,Tl,0.23,A,100,EC+B+, ,P, ,7763.487
81,99,Tl,1.09,EC+B+,94,A,6, , ,7771.409
81,100,Tl,3.2,A,10, , , , ,7791.918
81,101,Tl,3.1,EC+B+,97.5,A,5, , ,7796.36
81,102,Tl,6.9,EC+B+,0,A, , , ,7815.673
81,103,Tl,10.1,EC+B+,97.9,A,2.1, , ,7818.671
81,104,Tl,19.5,EC+B+, , , , , ,7835.575
81,105,Tl,27.5,EC+B+,100,A,0.006, , ,7837.535
81,106,Tl,51,EC+B+,100,A,0.03, , ,7852.464
81,107,Tl,71,EC+B+,100, , , , ,7853.053
81,108,Tl,138,EC+B+,100, , , , ,7866.27
81,109,Tl,156,EC+B+,100, , , , ,7866.064
81,110,Tl, , , , , , , ,7877.144
81,111,Tl,576,EC+B+,100, , , , ,7876.016
81,112,Tl,1296,EC+B+,100, , , , ,7885.344
81,113,Tl,1980,EC+B+,100,A,0.0000001, , ,7883.52
81,114,Tl,4176,EC+B+,100, , , , ,7890.728
81,115,Tl,6624,EC+B+,100, , , , ,7888.289
81,116,Tl,10224,EC+B+,100, , , , ,7893.508
81,117,Tl,19080,EC+B+,100, , , , ,7890.3
81,118,Tl,26712,EC+B+,100, , , , ,7893.877
81,119,Tl,93960,EC+B+,100, , , , ,7889.703
81,120,Tl,262837.44,EC,100, , , , ,7891.271
81,121,Tl,1063584,EC+B+,100, , , , ,7886.219
81,122,Tl, , , , , , , ,7886.053
81,123,Tl,119379850.961882,B-,97.08,EC+B+,2.92, , ,7880.023
81,124,Tl, , , , , , , ,7878.394
81,125,Tl,252.12,B-,100, , , , ,7871.721
81,126,Tl,286.2,B-,100, , , , ,7866.797
81,127,Tl,183.18,B-,100, , , , ,7847.183
81,128,Tl,129.72,B-,100, , , , ,7833.397
81,129,Tl,78,B-,100,B-N,0.007, , ,7813.588
81,130,TL,88,B-,100,B-N, , , ,7799.791
81,131,TL,96,B-,100,B-N, , , ,7780
81,132,TL,46,B-,100,B-N, , , ,7765.43
81,133,TL,0.0000003,B-N, ,B-, , , ,7745
81,134,TL,0.0000003,B-N, ,B-, , , ,7730
81,135,TL,0.0000003,B-, ,B-N, , , ,7710
82,96,PB,0.00012,A,100, , , , ,7690.83
82,97,PB,0.0035,A,100, , , , ,7701.468
82,98,Pb,0.0041,A,100, , , , ,7725.7
82,99,Pb,0.045,A,100, , , , ,7734.107
82,100,Pb,0.055,A,98,EC+B+,2, , ,7756.332
82,101,Pb,0.535,A,90, , , , ,7762.152
82,102,Pb,0.49,A,80,EC+B+,20, , ,7782.725
82,103,Pb,6.3,A,34,EC+B+, , , ,7786.932
82,104,Pb,4.82,EC+B+,60,A,40, , ,7805.347
82,105,Pb,15.2,EC+B+,90.5,A,9.5, , ,7808.4
82,106,Pb,25.1,EC+B+,90.7,A,9.3, , ,7824.843
82,107,Pb,39,EC+B+,100,A,0.4, , ,7826.299
82,108,Pb,71,EC+B+,99.6,A,0.4, , ,7841.129
82,109,Pb,79.8,EC+B+,99.987,A,0.013, , ,7841.363
82,110,Pb,210,EC+B+,99.9941,A,0.0059, , ,7854.669
82,111,Pb, ,EC+B+, , , , , ,7853.919
82,112,Pb,642,EC+B+,100,A,0.0000073, , ,7865.418
82,113,Pb,900,EC+B+,100, , , , ,7863.908
82,114,Pb,2220,EC+B+,100,A,0.00003, , ,7873.337
82,115,Pb,486,EC+B+,100, , , , ,7871.282
82,116,Pb,8640,EC+B+,100, , , , ,7878.969
82,117,Pb,5400,EC+B+,100, , , , ,7875.736
82,118,Pb,77400,EC,100, , , , ,7881.81
82,119,Pb,33588,EC+B+,100, , , , ,7877.877
82,120,Pb,1656738613666.08,EC,100,A,1, , ,7882.15
82,121,Pb,186912,EC,100, , , , ,7877.397
82,122,Pb,4.41796963644288E+024,A, , , , , ,7879.932
82,123,Pb,545934819360442,EC,100, , , , ,7874.331
82,124,Pb, , , , , , , ,7875.362
82,125,Pb, , , , , , , ,7869.866
82,126,Pb, , , , , , , ,7867.453
82,127,Pb,11642.4,B-,100, , , , ,7848.648
82,128,Pb,700563756.635942,B-,100,A,0.0000019, , ,7835.965
82,129,Pb,2166,B-,100, , , , ,7817.007
82,130,Pb,38304,B-,100, , , , ,7804.319
82,131,Pb,612,B-,100, , , , ,7785.172
82,132,Pb,1623.6,B-,100, , , , ,7772.394
82,133,PB,147,B-,100, , , , ,7752.737
82,134,PB,0.0000003,B-, , , , , ,7740
82,135,PB,19.9,B-,100, , , , ,7719
82,136,PB,0.0000003,B-, , , , , ,7706
82,137,PB,0.0000003,B-, , , , , ,7686
82,138,PB,0.0000003,B-, , , , , ,7672
83,101,Bi,0.013,A,100, , , , ,7712.633
83,102,Bi,0.000058,P,90,A,10, , ,7732
83,103,Bi,0.015,A,100, , , , ,7739.121
83,104,Bi,0.037,A,100, , , , ,7758.208
83,105,Bi,0.21,EC+B+,100,A,0, , ,7764.189
83,106,Bi,0.688,A,100, , , , ,7780.999
83,107,Bi,6.3,A,90,EC+B+,10, , ,7785.342
83,108,Bi,12.4,A,51,EC+B+,49, , ,7800.661
83,109,Bi,34.6,EC+B+,88,A,12, , ,7803.608
83,110,Bi,63.6,EC+B+,96.5,A,3.5, , ,7817.171
83,111,Bi,95,EC+B+,99.54,A,0.46, , ,7819.225
83,112,Bi,183,EC+B+,99.97,A,0.03, , ,7830.757
83,113,Bi,308,EC+B+,100,A,0.00115, , ,7831.9
83,114,Bi,559.8,EC+B+,100,A,0.0001, , ,7841.634
83,115,Bi,618,EC+B+,100, , , , ,7841.189
83,116,Bi,1620,EC+B+,100, , , , ,7849.522
83,117,Bi,2184,EC+B+,100, , , , ,7848.497
83,118,Bi,6180,EC+B+,100, , , , ,7854.808
83,119,Bi,6156,EC+B+,100, , , , ,7852.539
83,120,Bi,42336,EC+B+,100, , , , ,7857.475
83,121,Bi,40392,EC+B+,100, , , , ,7854.215
83,122,Bi,1322784,EC+B+,100, , , , ,7857.316
83,123,Bi,539395.2,EC+B+,100, , , , ,7853.324
83,124,Bi,995621014.498378,EC+B+,100, , , , ,7854.505
83,125,Bi,11612948758649.9,EC+B+,100, , , , ,7849.853
83,126,Bi,6.34294212089299E+026,A,100, , , , ,7847.987
83,127,Bi,433036.8,B-,100,A,0.000132, , ,7832.542
83,128,Bi,128.4,A,99.724,B-,0.276, , ,7819.774
83,129,Bi,3633,B-,64.06,A,35.94, , ,7803.313
83,130,Bi,2735.4,B-,97.8,A,2.2, , ,7791.021
83,131,Bi,1194,B-,99.979,A,0.021,B-A,0.003,7773.495
83,132,Bi,456,B-,100, , , , ,7761.717
83,133,Bi,135,B-,100, , , , ,7743.499
83,134,Bi,98.5,B-,100, , , , ,7731.848
83,135,Bi,33,B-,100, , , , ,7712.827
83,136,BI,22,B-, , , , , ,7700
83,137,BI,0.0000003,B-, , , , , ,7682
83,138,BI,0.0000003,B-, ,B-N, , , ,7668
83,139,BI,0.0000003,B-, ,B-N, , , ,7649
83,140,BI,0.0000003,B-N, ,B-, , , ,7636
83,141,BI,0.0000003,B-N, ,B-, , , ,7617
84,102,Po,0.000028,A,100, , , , ,7695.951
84,103,PO,0.0014,A,100, , , , ,7704.763
84,104,Po,0.0004,EC+B+,100,A,0, , ,7724.653
84,105,Po,0.0035,A,100, , , , ,7731.131
84,106,Po,0.00246,A,100, , , , ,7749.458
84,107,Po,0.022,A,99, , , , ,7753.786
84,108,Po,0.0322,A,99.5,EC+B+,0.5, , ,7771.075
84,109,Po,0.399,A,100, , , , ,7773.95
84,110,Po,0.392,A,100,EC+B+, , , ,7789.294
84,111,Po,4.64,A,94,EC+B+,6, , ,7791.005
84,112,Po,5.8,A,98,EC+B+,2, , ,7804.766
84,113,Po,84,EC+B+,56,A,44, , ,7805.535
84,114,Po,105.6,A,57,EC+B+,43, , ,7817.561
84,115,Po,328.2,EC+B+,92.5,A,7.5, , ,7817.505
84,116,Po,690.6,EC+B+,88.9,A,11.1, , ,7827.44
84,117,Po,936,EC+B+,98.87,A,1.13, , ,7826.561
84,118,Po,2676,EC+B+,98.08,A,1.92, , ,7834.805
84,119,Po,2202,EC+B+,99.89,A,0.11, , ,7832.863
84,120,Po,12668.4,EC+B+,99.33,A,0.67, , ,7839.083
84,121,Po,6264,EC+B+,99.96,A,0.04, , ,7836.216
84,122,Po,760320,EC+B+,94.55,A,5.45, , ,7840.597
84,123,Po,20880,EC+B+,99.979,A,0.021, , ,7836.673
84,124,Po,91451971.4743676,A,99.996,EC+B+,0.004, , ,7839.358
84,125,Po,3913058820.84941,A,99.546,EC+B+,0.454, , ,7835.188
84,126,Po,11955686.4,A,100, , , , ,7834.346
84,127,Po,0.516,A,100, , , , ,7818.784
84,128,Po,0.000000299,A,100, , , , ,7810.243
84,129,Po,0.00000372,A,100, , , , ,7794.024
84,130,Po,0.0001643,A,100, , , , ,7785.116
84,131,Po,0.001781,A,99.99977,B-,0.00023, , ,7768.176
84,132,Po,0.145,A,100, , , , ,7758.819
84,133,Po,1.53,A,95,B-,5, , ,7741.36
84,134,Po,185.88,A,99.98,B-,0.02, , ,7731.528
84,135,Po,620,B-,71.8,A,28.2, , ,7713.333
84,136,Po,0.0000003,B-, , , , , ,7703.224
84,137,Po,112,B-,100, , , , ,7684.481
84,138,PO,550,B-, , , , , ,7674.005
84,139,PO,0.0000003,B-, , , , , ,7655
84,140,PO,0.0000003,B-, , , , , ,7644
84,141,PO,0.0000003,B-, , , , , ,7626
84,142,PO,0.0000003,B-, , , , , ,7614
84,143,PO,0.0000003,B-, , , , , ,7596
85,106,At,0.0017,A,100, , , , ,7702.923
85,107,At,0.088,A,100, , , , ,7709.727
85,108,At,0.028,A,100, , , , ,7727.109
85,109,At,0.04,EC+B+, ,A, , , ,7732.249
85,110,At,0.29,A,100, , , , ,7748.091
85,111,At,0.388,A,95.1,EC+B+,4.9, , ,7752.007
85,112,At,0.388,A,96.1,EC+B+,3.9, , ,7766.017
85,113,At,4.2,A,90,EC+B+,10, , ,7769.373
85,114,At,7.03,A,90,EC+B+,10, , ,7781.488
85,115,At,43,A,52,EC+B+,48, , ,7783.759
85,116,At,85.2,A,71,EC+B+,29, , ,7794.153
85,117,At,184,EC+B+,63,A,37, , ,7794.541
85,118,At,444,EC+B+,69,A,31, , ,7803.648
85,119,At,547.2,EC+B+,96.09,A,3.91, , ,7803.552
85,120,At,1614,EC+B+,90,A,10, , ,7810.207
85,121,At,1836,EC+B+,99.1,A,0.9, , ,7808.843
85,122,At,6516,EC+B+,91.4,A,8.6, , ,7813.964
85,123,At,5868,EC+B+,99.45,A,0.55, , ,7811.56
85,124,At,19512,EC+B+,95.9,A,4.1, , ,7814.777
85,125,At,29160,EC+B+,99.825,A,0.175, , ,7811.663
85,126,At,25970.4,EC,58.2,A,41.8, , ,7811.354
85,127,At,0.314,A,100,EC+B+,0.03,B-,0.000002,7798.34
85,128,At,0.000000125,A,100, , , , ,7790.003
85,129,At,0.000000558,A,100, , , , ,7776.366
85,130,At,0.0001,A,100, , , , ,7767.858
85,131,At,0.0003,A,100,B-,0.006,EC,0.0000003,7753.002
85,132,At,0.0326,A,99.993,B-,0.007, , ,7744.616
85,133,At,1.5,A,99.9,B-,0.1, , ,7729.126
85,134,At,56,A,93.6,B-,6.4, , ,7720.196
85,135,At,222.6,B-,92,A,8, , ,7703.703
85,136,At,138,B-,100, , , , ,7694.475
85,137,At,54,B-,100, , , , ,7677.387
85,138,At,50,B-,100, , , , ,7668.055
85,139,AT,78,B-, , , , , ,7650.735
85,140,AT,0.0000003,B-, , , , , ,7641
85,141,AT,0.0000003,B-, , , , , ,7624
85,142,AT,0.0000003,B-N, ,B-, , , ,7613
85,143,AT,0.0000003,B-, , , , , ,7597
85,144,AT,0.0000003,B-N, ,B-, , , ,7585
86,107,RN,0.00115,A,100, , , , ,7675.852
86,108,RN,0.00078,A,100, , , , ,7695.001
86,109,Rn,0.006,A,100, , , , ,7700.383
86,110,Rn,0.0044,A,99.9,EC+B+,0.06, , ,7717.987
86,111,Rn,0.065,A,100, , , , ,7722.118
86,112,Rn,0.065,EC+B+, ,A, , , ,7737.724
86,113,Rn,0.59,A,94,EC+B+,6, , ,7740.753
86,114,Rn,1.03,A,86,EC+B+,14, , ,7754.932
86,115,Rn,7,EC+B+, ,A, , , ,7756.842
86,116,Rn,9.7,A,78,EC+B+,22, , ,7769.301
86,117,Rn,44,A,66,EC+B+,34, , ,7770.193
86,118,Rn,74.5,A,72.4,EC+B+,27.6, , ,7780.574
86,119,Rn,170,EC+B+,75.4,A,24.6, , ,7780.722
86,120,Rn,340.2,A,62,EC+B+,38, , ,7789.041
86,121,Rn,555,EC+B+,79,A,21, , ,7787.998
86,122,Rn,1461,A,62,EC+B+,38, , ,7794.268
86,123,Rn,1728,EC+B+,83,A,17, , ,7792.175
86,124,Rn,8640,A,96,EC+B+,4, , ,7796.665
86,125,Rn,52560,EC,72.6,A,27.4, , ,7793.941
86,126,Rn,1434,A,100, , , , ,7794.797
86,127,Rn,0.0195,A,100, , , , ,7782.182
86,128,Rn,0.00000027,A,100, , , , ,7777.102
86,129,Rn,0.0000023,A,100, , , , ,7763.814
